y,x0,x1,x2,x3,x4,x5,x6,x7
5.75,2960.0,1.0,A0,3.0,1790,1280.0,47,-1
3.35,1660.0,1.0,A0,3.0,1000,,65,-1
8.75,2750.0,1.0,A0,5.0,1810,,37,-1
25.55,5540.0,2.5,A0,,3950,,106,-1
4.62,1400.0,1.0,A0,3.0,1200,,94,-1
2.575,1440.0,2.0,A0,4.0,1440,,43,-1
1.15,1100.0,1.0,A0,3.0,1100,,73,-1
7.45,3850.0,2.0,A0,3.0,3850,,15,-1
1.305,1330.0,1.0,A0,3.0,1330,,29,-1
2.1,1600.0,1.0,A0,,1600,1620.0,17,-1
4.2495,1820.0,2.0,A0,3.0,1430,,1,-1
3.06,2130.0,2.0,A0,3.0,2130,,12,-1
1.75,1628.0,1.0,A0,3.0,1628,,19,-1
2.4,1850.0,1.0,A0,3.0,1140,2210.0,55,-1
2.96,2550.0,2.0,A0,3.0,2550,2380.0,10,-1
6.35,2090.0,2.0,A0,5.0,2090,1460.0,48,-1
5.55,1470.0,1.0,A0,3.0,1090,,65,19
10.25,2890.0,1.0,A0,4.0,2150,,52,-1
2.54,2570.0,2.0,A0,3.0,2570,,19,-1
3.55,1810.0,1.5,A0,3.0,1810,,13,-1
2.61,1780.0,1.5,A0,5.0,1780,,96,-1
5.85,2450.0,2.0,A0,3.0,2450,,5,-1
1.827,1600.0,2.0,A0,4.0,1600,,29,-1
7.9,2750.0,2.0,A0,3.0,2130,,114,28
6.6,3100.0,2.0,A0,3.0,3100,,10,-1
1.55,1040.0,1.0,A0,3.0,1040,1410.0,74,-1
6.0,3370.0,1.5,A0,4.0,2310,,105,-1
1.31,1060.0,1.0,A0,4.0,1060,,35,-1
2.24,2220.0,1.0,A0,4.0,1110,,47,-1
7.63,3310.0,2.0,A0,3.0,3310,3350.0,14,-1
3.02,2170.0,2.0,A0,3.0,2170,,23,-1
1.2499,840.0,1.0,A0,3.0,840,,46,1
2.35,1760.0,2.0,A0,3.0,1760,,5,-1
2.75,2220.0,2.0,A0,4.0,2220,,16,-1
3.7,2100.0,1.0,A0,3.0,1620,,48,-1
1.48,1220.0,1.0,A0,3.0,1220,,63,-1
3.675,2170.0,2.0,A0,3.0,2170,,23,-1
3.1995,1131.0,3.0,A0,3.0,1131,,4,-1
4.95,1530.0,1.0,A0,4.0,1530,1640.0,78,-1
7.85,1960.0,1.0,A0,,1290,,57,-1
4.05,1820.0,1.0,A0,,1480,1930.0,37,-1
3.75,1200.0,1.0,A0,3.0,1070,1770.0,75,-1
1.55,1400.0,1.0,A0,,1400,,58,-1
7.75,3430.0,2.0,A0,3.0,3430,,17,-1
9.725,2930.0,3.0,A0,,2670,,16,-1
3.9,3210.0,2.0,A0,3.0,2410,,4,-1
1.00003,1390.0,2.0,A0,3.0,1390,,1,-1
8.55,6050.0,2.5,A0,3.0,4150,,6,-1
1.7,2040.0,1.0,A0,3.0,810,,105,-1
2.4995,2320.0,1.0,A0,3.0,1160,,56,1
1.63,530.0,1.0,A0,5.0,530,,74,-1
4.545,1410.0,3.0,A0,3.0,1410,,1,-1
4.15,3080.0,2.0,A0,3.0,3080,,9,-1
6.6,2370.0,1.5,A0,5.0,1650,,99,-1
6.05,2830.0,2.0,A0,3.0,2830,2520.0,17,-1
2.68,1210.0,2.0,A0,3.0,1000,,13,-1
3.75,1900.0,1.0,A0,3.0,1900,,53,-1
3.7095,1300.0,1.0,A0,5.0,1300,,47,-1
1.85,1427.0,2.0,A0,,1427,,6,-1
3.3125,2550.0,2.0,A0,3.0,2550,2370.0,25,-1
3.305,1010.0,1.0,A0,5.0,1010,,61,-1
3.65,1330.0,1.0,A0,3.0,1330,,30,-1
6.5,2610.0,2.0,A0,3.0,2610,,19,-1
1.5,700.0,1.0,A0,3.0,700,,72,-1
10.295,3770.0,2.0,A0,3.0,2940,3300.0,9,-1
2.75,1210.0,2.0,A0,3.0,1000,,13,-1
4.5,1680.0,2.0,A0,3.0,1680,,53,-1
8.7,2540.0,2.0,A0,3.0,2540,,11,-1
2.52,1370.0,3.0,A0,3.0,1370,,6,-1
3.94,2240.0,1.0,A0,3.0,1140,,49,-1
2.84,2180.0,1.5,A0,3.0,2180,,65,-1
4.24,1270.0,1.0,A0,3.0,910,,60,-1
5.39306,2210.0,1.0,A0,4.0,1410,2140.0,47,-1
3.79,1970.0,1.0,A0,,1970,,45,-1
1.4118,1120.0,1.0,A0,3.0,1120,,67,-1
4.407,2180.0,2.0,A0,3.0,2180,,21,-1
5.6,1210.0,1.5,A0,4.0,1210,,85,-1
2.35,1040.0,1.0,A0,4.0,870,,50,-1
3.75,1760.0,2.0,A0,4.0,1760,,32,-1
4.1,1650.0,1.0,A0,3.0,1650,,48,-1
1.8,920.0,2.0,A0,3.0,920,1110.0,20,-1
5.6,1340.0,2.0,A0,5.0,1340,,115,-1
4.3499,1440.0,2.0,A0,2.0,1440,,94,-1
4.33,3320.0,2.0,A0,4.0,2000,,29,-1
2.745,1270.0,1.0,A0,3.0,1270,1660.0,52,-1
7.58,2260.0,1.0,A0,3.0,2260,,48,-1
3.97,1860.0,2.0,A0,3.0,1860,,9,-1
6.215,2540.0,1.5,A0,5.0,1630,,90,-1
22.75,5550.0,2.0,A0,3.0,4270,,1,-1
1.4,2130.0,2.0,A0,3.0,2130,,11,-1
2.0495,1930.0,1.0,A0,4.0,1330,1600.0,38,-1
3.0,1520.0,1.0,A0,3.0,1520,,62,-1
3.945,1850.0,1.0,A0,4.0,1300,,38,-1
2.4,2380.0,1.5,A0,3.0,2380,,49,-1
1.5,1320.0,1.0,A0,,1320,,29,-1
5.74,1810.0,2.0,A1,,1810,,102,28
2.0,1510.0,1.0,A0,3.0,1510,,45,-1
2.4,2320.0,1.0,A0,4.0,1160,,59,-1
3.37,1660.0,1.0,A0,5.0,1260,1390.0,63,-1
1.8,1720.0,2.0,A0,3.0,1720,,17,-1
4.27,2890.0,1.0,A0,3.0,1630,2730.0,38,-1
3.41,940.0,1.0,A0,5.0,940,,66,-1
19.25,6490.0,2.0,A0,,3940,3290.0,24,-1
4.95,1460.0,2.0,A0,3.0,1150,,9,-1
3.6,1300.0,1.5,A0,3.0,1300,,111,1
2.0595,1390.0,1.0,A0,,840,,103,-1
2.25,2080.0,2.0,A0,3.0,2080,,17,-1
2.1,2770.0,2.0,A0,,2770,,75,0
3.7,2110.0,1.0,A0,3.0,1210,,59,-1
6.85,3370.0,2.0,A0,,3370,,24,-1
1.45,1060.0,1.0,A0,5.0,1060,,59,-1
4.405,2920.0,2.0,,3.0,2920,,12,-1
2.78,2300.0,2.0,A0,3.0,2300,,9,-1
4.75,1810.0,1.5,A0,,1810,,90,-1
4.2,1600.0,1.0,A0,3.0,1130,,56,-1
8.5085,3140.0,2.0,A0,3.0,3140,2980.0,24,-1
5.35,2910.0,2.0,A0,3.0,2910,,22,-1
3.315,1510.0,2.0,A0,4.0,1510,,37,-1
4.27,1700.0,1.0,A0,3.0,1700,,62,-1
3.77,1250.0,1.0,A0,3.0,1250,,60,-1
0.7,1010.0,1.0,A0,3.0,1010,1150.0,55,-1
2.7495,1050.0,1.5,A0,4.0,1050,,102,-1
2.45,1730.0,1.0,A0,,1730,,44,-1
5.3,3670.0,1.0,A0,,1980,,60,-1
18.75,4150.0,1.0,A0,3.0,3130,,52,15
4.6,2750.0,2.0,A0,3.0,2750,2500.0,21,-1
2.78,1920.0,1.0,A0,3.0,1010,,17,-1
6.65,2010.0,1.5,A0,3.0,2010,2010.0,113,-1
3.25,2070.0,2.0,A0,3.0,2070,1880.0,33,-1
4.55,2440.0,2.0,A0,3.0,1840,,28,-1
2.81,1230.0,3.0,A0,3.0,1230,,8,-1
1.75,2600.0,1.0,A0,3.0,1410,,56,-1
8.122,1400.0,1.5,A0,3.0,1400,1740.0,115,-1
3.9,1590.0,2.0,A0,3.0,1060,,1,-1
3.4,2060.0,1.0,A0,4.0,1220,1840.0,37,-1
7.4225,2980.0,2.0,A0,3.0,2980,,16,-1
2.45,1710.0,1.5,A0,,1710,,46,-1
5.74,3990.0,2.0,A0,3.0,2400,,24,-1
4.55,2950.0,2.0,A0,3.0,2950,,9,-1
3.75,2240.0,2.0,A0,3.0,1840,,14,-1
6.45,2180.0,1.0,A0,4.0,1090,,74,-1
14.8,2870.0,2.0,A0,4.0,2870,,53,-1
2.95037,1250.0,1.0,A0,4.0,1250,1130.0,67,-1
2.92,2350.0,2.0,A0,3.0,2350,2330.0,18,-1
7.1,2990.0,2.0,A0,,2990,2590.0,15,-1
3.05,2864.0,3.0,A0,,2864,2419.0,1,-1
6.07,1830.0,1.5,A0,5.0,1830,,112,-1
2.65,2530.0,2.0,A0,3.0,2530,,41,-1
1.25,1010.0,1.0,A0,3.0,1010,,59,-1
2.12,1820.0,1.5,A0,3.0,1820,,89,7
3.5,1520.0,1.0,A0,5.0,1520,1520.0,48,-1
2.4495,1510.0,3.0,A0,3.0,1510,,8,-1
2.19,1530.0,1.0,A0,,1530,,28,-1
2.5,1890.0,1.0,A0,5.0,1890,,49,-1
2.41,2120.0,2.0,A0,3.0,2120,,41,-1
2.5995,1700.0,1.0,A0,3.0,1700,,54,-1
4.249,2360.0,1.0,A0,3.0,1640,,52,-1
3.8,2180.0,1.0,A0,3.0,1750,1740.0,42,-1
13.75,4110.0,1.0,A0,3.0,2230,,15,-1
1.3,1300.0,1.0,A0,4.0,1300,,56,-1
4.0,1330.0,1.0,A0,3.0,1330,1510.0,32,-1
4.1,2540.0,1.0,A0,4.0,1820,1650.0,39,-1
1.57,960.0,1.0,A0,3.0,810,,79,-1
4.8,3330.0,2.0,A0,3.0,3330,,21,-1
2.713,2590.0,2.0,A0,3.0,2590,2400.0,17,-1
2.63,2440.0,1.0,A0,3.0,1640,1630.0,82,-1
2.5,1230.0,2.0,A0,3.0,1160,,7,-1
5.55,2000.0,1.5,A0,5.0,2000,2200.0,90,-1
4.645,2280.0,1.0,A0,3.0,1660,,38,-1
7.5,2010.0,1.5,A0,5.0,1510,,89,-1
6.75,1760.0,1.5,A0,3.0,1540,1760.0,88,-1
2.85,1570.0,1.0,A0,3.0,1570,,61,-1
3.9,2290.0,1.0,A0,3.0,1420,,67,25
17.25,4320.0,2.0,A1,3.0,4320,,77,-1
3.93,2250.0,1.0,A0,4.0,1330,,57,-1
4.9,4140.0,1.0,A0,3.0,2070,,37,-1
1.38,1000.0,1.0,A0,3.0,1000,,54,-1
1.97,1800.0,2.0,A0,3.0,1800,,12,-1
9.23,3500.0,2.0,A0,,2850,3640.0,1,-1
3.85458,3284.0,2.0,A0,3.0,3284,,1,-1
3.3,960.0,1.0,A0,3.0,960,,72,-1
6.1,2820.0,2.0,A0,3.0,2820,,7,-1
17.491,3330.0,2.0,A0,,3330,,47,17
16.2389,3860.0,2.0,A0,,2940,,11,-1
5.815,2710.0,1.0,A0,4.0,1460,,96,-1
7.79,3150.0,1.0,A0,3.0,2480,,29,-1
3.0815,2210.0,1.0,A0,3.0,2210,,12,-1
1.88,1830.0,1.0,A0,5.0,1250,,36,-1
4.45,2900.0,2.0,A0,3.0,2900,,11,-1
7.65,2840.0,1.0,A0,4.0,2840,,29,-1
3.0,1900.0,1.0,A0,4.0,1170,,56,-1
1.95,1670.0,1.0,A0,3.0,1170,,54,-1
0.45,1150.0,1.0,A0,3.0,1150,,72,-1
5.515,1610.0,1.0,A0,5.0,910,,87,-1
1.7495,1670.0,1.0,A0,3.0,1670,,1,-1
3.8,1140.0,1.0,A0,3.0,850,,68,-1
3.82,2820.0,2.0,A0,3.0,2820,2597.0,2,-1
2.55,2510.0,2.0,A0,,2510,2290.0,24,3
6.45,4140.0,2.0,A0,3.0,4140,,12,-1
5.32,1910.0,1.0,A0,3.0,1390,1820.0,61,-1
4.49,1560.0,1.0,A0,4.0,780,1470.0,71,-1
1.55,650.0,1.0,A0,4.0,650,1110.0,84,-1
1.705,790.0,1.0,A0,,790,,65,-1
16.75,4650.0,2.0,A0,3.0,3640,,7,-1
2.8,1420.0,1.0,A0,4.0,860,,92,-1
2.305,1850.0,2.0,A0,4.0,1850,1940.0,26,-1
3.93,1830.0,1.0,A0,5.0,1830,,53,-1
2.75,1510.0,1.5,A0,4.0,1510,,60,-1
1.25,950.0,1.0,A0,3.0,950,,60,-1
1.41,1310.0,1.0,A0,4.0,1310,,31,-1
2.55,720.0,1.0,A0,3.0,720,,72,-1
4.796,1470.0,1.5,A0,5.0,1470,,115,-1
2.9995,1660.0,1.0,A0,3.0,1660,1800.0,41,-1
2.75,830.0,1.0,A0,,830,,73,-1
7.71,2720.0,2.0,A0,3.0,2070,,1,-1
5.85,2470.0,2.0,A0,3.0,2290,2590.0,39,-1
4.698,3190.0,2.0,A0,3.0,3190,,11,-1
3.4555,1370.0,1.0,A0,2.0,1370,,68,-1
3.23,1720.0,2.0,A0,3.0,1240,,11,-1
10.25,2830.0,1.0,A0,,1630,,57,-1
2.395,2050.0,1.0,A0,3.0,2050,2180.0,22,-1
4.218,1850.0,2.5,A0,3.0,1850,,1,-1
3.6,2060.0,2.0,A0,4.0,1560,1760.0,36,-1
3.88,1640.0,2.0,A0,3.0,1640,,23,-1
2.1,1440.0,1.0,A0,,1040,,62,-1
2.249,1470.0,1.0,A0,,1470,,57,-1
2.3,1430.0,1.0,A0,4.0,1430,1200.0,58,-1
3.8,1790.0,1.0,A0,3.0,1390,1940.0,42,-1
3.42,1570.0,2.0,A0,3.0,1570,,1,-1
1.95,1430.0,1.0,A0,3.0,1070,,68,-1
6.95,2050.0,2.0,A1,4.0,1750,2300.0,85,-1
3.45,2030.0,2.0,A0,3.0,2030,2190.0,38,-1
2.92,700.0,1.0,A0,3.0,700,,70,-1
3.94,2960.0,1.0,A0,4.0,1570,1660.0,69,-1
2.75,2800.0,2.0,A0,3.0,2800,,22,-1
2.51,1930.0,1.0,A0,3.0,1030,1780.0,44,-1
1.55,1640.0,1.0,A0,3.0,1640,1340.0,49,-1
2.865,1980.0,2.0,A0,3.0,1980,,12,-1
4.22,1630.0,2.0,A0,3.0,1630,,10,-1
9.165,3820.0,2.0,A0,3.0,3820,,20,-1
3.075,1190.0,1.0,A0,3.0,1190,,34,-1
7.75,3900.0,1.5,A0,5.0,2620,,84,-1
6.74,2670.0,2.0,A0,3.0,2670,,28,-1
4.55,1790.0,2.0,A0,3.0,1790,,5,-1
5.54,1510.0,2.0,A0,4.0,1510,,106,20
5.00575,1516.0,1.0,A0,3.0,998,,90,-1
3.25,2320.0,2.0,A0,3.0,2320,,17,-1
0.55,880.0,1.0,A0,3.0,880,1410.0,87,-1
4.7,2040.0,2.0,A0,3.0,2040,,25,-1
2.5,2130.0,1.0,A0,4.0,1600,,40,-1
7.1,3300.0,2.0,A0,3.0,3300,,31,-1
5.0,1960.0,2.0,A0,3.0,1960,,26,-1
2.225,1910.0,2.0,A0,3.0,1910,2020.0,10,-1
1.935,1420.0,1.0,A0,4.0,1080,,34,-1
1.565,1200.0,1.0,A0,5.0,1200,1200.0,74,-1
5.86,1820.0,2.0,A0,4.0,1820,,21,-1
2.035,1570.0,1.0,A0,3.0,1570,,17,-1
3.275,2160.0,2.0,A0,3.0,2160,1720.0,36,-1
2.7,2040.0,2.0,A0,3.0,2040,,11,-1
13.03,3680.0,2.0,A0,3.0,3680,,12,-1
5.75,3900.0,2.0,A0,3.0,2870,2080.0,36,-1
6.366,3580.0,2.5,A0,3.0,2370,,24,-1
3.475,2550.0,2.0,A0,3.0,2550,,25,-1
8.465,3670.0,2.0,A0,4.0,3670,,21,-1
2.249,810.0,1.0,A0,3.0,810,,65,-1
8.75,3330.0,2.5,A0,3.0,3330,,27,-1
2.25,2080.0,1.0,A0,4.0,1330,1790.0,48,-1
3.53,1414.0,2.0,A0,3.0,1414,1414.0,29,-1
23.25,3410.0,2.0,A0,3.0,2760,,103,-1
1.835,1460.0,1.0,A0,3.0,1460,,26,-1
2.84,2640.0,2.0,A0,3.0,2640,,25,-1
1.78779,2030.0,1.5,A0,3.0,1430,1820.0,68,-1
8.37,4030.0,2.0,A0,3.0,4030,,18,-1
4.3,1100.0,1.5,A0,3.0,1100,,107,-1
3.2,2500.0,2.0,A0,3.0,2500,,13,-1
4.866,2350.0,2.0,A0,3.0,2350,,25,-1
8.25,4350.0,2.0,A0,,2950,,43,-1
4.55,2450.0,1.5,A0,,2450,,11,-1
5.75,3700.0,2.0,A0,3.0,3700,,8,-1
6.3,2570.0,1.5,A0,,1970,,104,-1
1.175,1080.0,1.5,A0,3.0,1080,,115,-1
2.03,1590.0,1.0,A0,3.0,1170,1590.0,30,-1
9.358,3610.0,2.0,A0,3.0,2640,1980.0,8,-1
7.3,2690.0,2.0,A0,3.0,2690,,18,-1
5.88,1910.0,2.0,A0,3.0,1910,1910.0,9,-1
2.8,930.0,2.0,A0,3.0,630,940.0,8,-1
2.1495,1760.0,1.5,A0,5.0,1760,,78,-1
3.85,1860.0,1.0,A0,,1470,1770.0,61,-1
12.8192,4270.0,2.0,A0,5.0,3170,,78,-1
11.3,3590.0,2.0,A0,3.0,3140,,9,-1
4.9495,3380.0,2.0,A0,3.0,3380,2790.0,1,-1
1.15848,1370.0,1.0,A0,3.0,900,,45,-1
2.25,1660.0,2.0,A0,3.0,1660,1960.0,4,-1
2.7,860.0,2.0,A0,3.0,860,,6,-1
6.0,2140.0,3.0,A0,3.0,2140,,10,-1
3.48,1730.0,1.0,A0,4.0,880,,60,-1
4.7,2755.0,2.0,A0,3.0,2755,2820.0,14,-1
4.8,2080.0,1.0,A0,4.0,1040,,64,-1
3.715,2650.0,2.0,A0,3.0,2650,2400.0,25,-1
6.75,3120.0,2.0,A0,3.0,3120,,29,-1
2.58,1910.0,1.0,A0,4.0,1910,,52,-1
18.23,2830.0,3.0,A1,3.0,2830,2830.0,9,-1
2.65,1954.0,2.0,A0,3.0,1954,1714.0,10,-1
4.05,1200.0,1.0,A0,4.0,1060,,105,-1
2.97,1920.0,2.0,A0,3.0,1920,2370.0,25,-1
3.15,2770.0,1.0,A0,3.0,1900,,35,11
3.665,1510.0,1.0,A0,3.0,1510,,47,-1
3.295,800.0,1.0,A0,3.0,800,,77,-1
15.9,3450.0,2.0,A0,,2640,,22,-1
3.61,790.0,1.0,A0,3.0,790,,66,-1
5.3,1750.0,1.0,A0,3.0,1150,1350.0,53,-1
1.95,1930.0,1.0,A0,5.0,1930,1620.0,69,-1
7.935,2490.0,1.0,A0,4.0,1610,,56,-1
7.565,4470.0,2.5,A0,3.0,4470,,31,-1
3.9,1650.0,2.0,A0,3.0,1650,,16,-1
3.86,1700.0,1.0,A0,4.0,1200,,51,-1
2.0,1640.0,2.0,A0,3.0,1640,1600.0,19,-1
5.125,1780.0,1.0,A0,3.0,1310,,64,-1
3.24,1460.0,1.0,A0,3.0,1460,,56,-1
5.225,1890.0,1.0,A0,3.0,1510,,36,-1
1.849,1560.0,1.0,A0,3.0,1060,,36,-1
6.18,2120.0,2.0,A0,4.0,1420,,42,-1
3.9,1494.0,2.0,A1,3.0,1494,1494.0,72,18
6.1,2670.0,2.0,A0,5.0,2670,,57,-1
1.82,1810.0,2.0,A0,,1810,,23,-1
17.2,4060.0,2.0,A0,3.0,4060,,15,-1
2.25,2070.0,2.0,A0,,2070,,12,-1
4.83,3160.0,2.0,A0,3.0,2460,,18,-1
2.7,1120.0,1.0,A0,3.0,920,,110,-1
2.93,1750.0,1.0,A0,4.0,1750,,64,-1
6.15,2710.0,2.0,A0,3.0,2220,,8,-1
0.85,1140.0,1.0,A0,3.0,1140,1850.0,35,-1
0.6,1460.0,1.5,A0,,1460,,75,-1
5.37995,3240.0,2.0,A0,3.0,2760,,1,-1
3.225,1860.0,1.0,A0,,1860,1900.0,37,-1
6.64,2750.0,2.0,A0,4.0,2560,,34,-1
1.35,1040.0,1.0,A0,4.0,1040,,54,-1
4.5,2303.0,2.0,A0,3.0,2303,2080.0,20,-1
3.1744,2547.0,2.0,A0,3.0,2547,,1,-1
1.955,2406.0,2.0,A0,3.0,2406,1767.0,9,-1
5.2,2400.0,1.0,A0,3.0,1400,1720.0,53,-1
5.15,2210.0,1.0,A0,3.0,1460,,64,-1
2.93,2500.0,1.0,A0,3.0,1540,1960.0,43,-1
6.6,3360.0,1.0,A0,5.0,2040,,53,-1
2.45,2320.0,1.0,A0,,1160,,55,-1
2.35,1400.0,1.0,A0,3.0,900,1400.0,93,-1
4.89,2870.0,2.0,A0,3.0,2870,,11,-1
4.74,1920.0,2.0,A0,3.0,1920,,34,-1
3.549,3310.0,2.0,A0,3.0,2380,2490.0,24,-1
5.75,2430.0,2.0,A0,3.0,2430,,23,-1
3.6,1560.0,2.0,A0,3.0,1560,,13,-1
6.4,2630.0,2.0,A0,3.0,2630,,1,-1
2.7,1770.0,1.0,A0,,1220,,58,-1
3.25,1600.0,2.0,A0,3.0,1600,,11,-1
1.81,880.0,1.0,A0,4.0,880,,91,-1
3.86,1270.0,3.0,A0,3.0,1270,,8,-1
3.5,1340.0,3.0,A0,3.0,1340,1510.0,7,-1
6.85,1780.0,1.0,A0,3.0,1400,1780.0,88,1
7.25,3370.0,2.0,unknown,,3370,,10,-1
2.8,2020.0,1.0,A0,4.0,1010,1710.0,62,-1
1.6,1400.0,1.0,A0,3.0,1400,,17,-1
8.725,3290.0,1.5,A0,4.0,3290,,47,-1
1.75,1170.0,1.0,A0,3.0,1170,,31,-1
4.2,1890.0,1.0,A0,3.0,1890,,48,-1
4.65,2050.0,2.0,A0,4.0,2050,2240.0,26,-1
0.55,840.0,1.0,A0,3.0,840,1350.0,64,-1
3.87,2840.0,1.0,A0,,2210,,61,-1
3.53,2600.0,2.0,A0,3.0,2600,,37,-1
2.35,700.0,1.0,A0,4.0,700,1560.0,97,-1
2.32,1370.0,1.0,A0,3.0,1370,1160.0,55,-1
1.85,1170.0,1.0,A0,5.0,1170,,113,-1
5.5,2730.0,1.0,A0,3.0,1560,,8,-1
3.56,1660.0,1.0,A0,5.0,1660,,48,-1
15.25,3570.0,2.0,A0,3.0,3570,,1,-1
4.3995,1310.0,3.0,A0,,1310,,1,-1
4.2,2430.0,1.0,A0,3.0,1530,,27,-1
0.5,920.0,1.0,A0,3.0,920,1010.0,55,-1
8.95,2790.0,1.0,A0,3.0,1130,2530.0,52,2
3.21,1390.0,1.0,A0,,1390,,66,-1
3.05,2400.0,1.0,A0,4.0,1310,,57,-1
2.05,2460.0,1.0,A0,3.0,2460,1730.0,3,-1
1.95,1300.0,1.0,A0,3.0,900,,45,-1
2.9,1820.0,1.0,A0,4.0,1030,1420.0,76,-1
7.51,2330.0,1.0,A0,3.0,1730,,51,15
2.875,960.0,1.5,A0,3.0,960,1550.0,99,-1
4.25,3010.0,2.0,A0,3.0,3010,,9,-1
1.814,1490.0,1.0,A0,3.0,1010,,52,-1
4.55,4060.0,2.0,A0,3.0,4060,,8,-1
2.05,1740.0,1.0,A0,3.0,1740,,5,-1
2.95,2570.0,2.0,A0,3.0,2570,,28,-1
2.9416,2120.0,2.0,A0,4.0,2120,,50,-1
3.23,590.0,1.5,A0,3.0,590,,32,-1
6.35,2940.0,2.0,A0,3.0,2940,2410.0,11,-1
15.75,4285.0,2.0,A0,5.0,3485,,69,-1
4.35,1600.0,1.0,A0,3.0,990,1580.0,37,-1
3.88,1590.0,2.0,A0,4.0,1590,,30,-1
9.62,4440.0,2.0,A0,3.0,4440,4390.0,12,-1
3.2444,2311.0,2.0,A0,3.0,2311,,1,-1
3.75,1480.0,2.0,A0,3.0,1480,1400.0,10,-1
8.15,3180.0,2.0,A0,3.0,3180,,10,-1
2.609,1120.0,1.0,A0,4.0,1120,1170.0,76,-1
5.4,2980.0,1.0,A0,4.0,1930,,37,-1
7.15,2650.0,2.0,A0,3.0,2650,,8,-1
1.7,1610.0,2.0,A0,3.0,1610,,21,-1
5.75,2790.0,2.0,A0,3.0,2790,,13,-1
2.3,2370.0,1.0,A0,3.0,1460,,47,-1
4.1,2870.0,2.0,A0,3.0,2870,,7,-1
5.8495,3010.0,2.0,A0,3.0,3010,,7,-1
2.43989,2000.0,1.0,A0,4.0,2000,,37,-1
4.81,2020.0,2.0,A0,3.0,2020,,17,-1
5.718,2230.0,2.5,A0,3.0,1850,,1,-1
11.75,2960.0,2.0,A0,4.0,2960,,30,-1
6.85,1170.0,1.0,A0,4.0,1170,1870.0,60,-1
1.749,1100.0,1.0,A0,3.0,1100,,55,-1
7.1,2960.0,2.0,A0,3.0,2960,2960.0,10,-1
3.449,2750.0,2.0,A0,3.0,2750,,10,-1
2.4,1160.0,1.0,,3.0,1160,,47,-1
0.6,830.0,1.0,A0,3.0,830,,72,-1
3.49,2100.0,2.0,A0,3.0,2100,,50,31
2.95,2360.0,1.0,A0,2.0,1180,,68,-1
2.95,940.0,1.0,A0,4.0,940,,56,-1
5.05,1740.0,3.0,A0,,1740,1740.0,7,-1
5.25,2630.0,2.0,A0,3.0,2630,2250.0,11,-1
5.25,2540.0,1.0,A0,3.0,2540,,8,-1
3.55,1560.0,1.0,A0,4.0,1560,,53,-1
2.85,1500.0,1.0,A0,3.0,1500,,58,-1
3.1138,1720.0,2.0,A0,,1720,,5,-1
7.35,3470.0,2.0,A0,,2520,,36,-1
0.35,640.0,1.0,A0,2.0,640,,95,-1
2.5,990.0,1.0,A0,4.0,990,,62,-1
6.64,2310.0,1.0,A0,3.0,2310,,5,-1
2.55,1180.0,1.0,A0,4.0,1180,,56,-1
1.0,1150.0,1.0,A0,3.0,1150,1492.0,72,-1
8.1,4090.0,2.0,A0,3.0,4090,3510.0,10,-1
1.0,1460.0,1.0,A0,2.0,1460,1310.0,54,-1
5.35,3490.0,1.0,A0,,1890,2660.0,58,-1
5.0495,2460.0,2.0,A0,3.0,2460,,4,-1
2.01,370.0,1.0,A0,5.0,370,1340.0,92,-1
2.8,1860.0,2.0,A0,3.0,1860,,3,-1
1.35,1920.0,1.0,A0,3.0,1920,,62,-1
1.3495,1630.0,1.0,A0,,1630,,53,-1
1.62,1800.0,1.0,A0,4.0,1800,,65,-1
6.425,2530.0,2.0,A0,,2530,,20,-1
2.15,1040.0,1.0,A0,4.0,1040,,60,-1
10.2,4090.0,1.0,A0,4.0,2090,2540.0,29,-1
7.575,1870.0,1.0,A0,4.0,1870,1970.0,64,18
2.3,1830.0,1.0,A0,3.0,1830,,26,-1
6.65,2350.0,2.0,A0,3.0,2350,2020.0,2,-1
3.25,1330.0,1.0,A0,3.0,1330,,55,-1
2.84,1940.0,1.5,A0,4.0,1940,2300.0,62,-1
5.5,1780.0,1.0,A0,4.0,920,1360.0,93,-1
7.95,1920.0,2.0,A0,4.0,1920,,108,-1
7.85,2600.0,1.0,A0,4.0,1700,2940.0,48,-1
5.44,2720.0,2.0,A0,3.0,2720,,10,-1
9.75,2520.0,1.0,A0,3.0,1660,3000.0,56,-1
2.7495,1820.0,2.0,A0,3.0,1820,,16,-1
3.7495,1470.0,1.0,A0,3.0,1470,,27,-1
2.67,1260.0,1.0,A0,3.0,720,,71,-1
4.5,2440.0,1.0,A0,4.0,1240,,43,-1
4.25,2670.0,1.0,A0,,1640,,2,-1
8.7799,3550.0,2.0,A0,,3550,,2,-1
2.785,1760.0,2.0,A0,,1760,1860.0,28,-1
2.985,2610.0,2.0,A0,3.0,2610,,11,-1
2.48,1720.0,1.0,A0,3.0,1720,,60,-1
7.76,3130.0,2.0,A0,3.0,3130,,19,-1
8.5,2610.0,1.5,A0,4.0,1660,,106,-1
1.63,1020.0,2.0,A0,3.0,720,,11,-1
4.84,2010.0,2.0,A0,3.0,2010,,26,-1
1.245,1750.0,1.0,A0,4.0,1750,,72,-1
3.57,2060.0,1.5,A0,5.0,2060,,26,-1
5.1,2000.0,2.0,A0,4.0,2000,,94,-1
3.049,1140.0,1.0,A0,4.0,1140,1300.0,90,-1
